volume,count
1904,1055691
18408,1053904
17906,1053779
17620,1052483
18493,1052050
17428,1051309
15684,1050874
22175,1050312
21281,1049421
16715,1044790
12331,1043794
10004,1041699
25467,1041462
19114,1041162
3161,1039354
22022,1036926
2716,1036730
18801,1036110
8844,1034398
13230,1034332
18476,1034331
20351,1033765
21427,1033023
15727,1032163
17675,1031923
19473,1031323
15273,1028946
14196,1028852
25494,1028230
14939,1026608
21398,1026188
11761,1023473
17385,1022565
17887,1021625
2499,1020735
15852,1020300
17315,1018681
5702,1017028
24273,1015895
7795,1015350
12337,1012589
12474,1011614
22583,1011279
2792,1010760
17781,1009715
16320,1009487
10560,1006680
20498,1006598
23687,1005339
7916,1004595
23488,1003969
14131,1003063
2732,1001038
22581,1000003
3499,997213
16935,993977
15867,992955
22972,990415
21598,990200
21070,990136
9033,988885
21666,987924
23916,985720
10986,984140
19936,982815
4949,979662
20240,979043
19381,979006
6616,976695
19455,975739
22882,973435
13987,972636
8840,971908
6911,971327
21481,968113
23100,967968
7355,966811
4650,966802
20249,965365
17624,964525
2720,961985
17843,960858
20414,960332
5993,958881
17373,957749
21482,956771
8587,955515
18158,954493
16482,952268
13537,951189
3508,949710
15070,947200
21955,946660
25017,942592
18301,942079
16889,940903
22524,940885
14099,940551
14171,938333
20569,936345
10790,933765
22167,933476
15477,925337
11469,924247
10952,922448
23659,921132
18682,920963
11294,920762
14904,920252
10293,919911
22973,919634
14748,918921
15575,917186
18522,914214
6005,913683
11069,912773
25420,910514
19466,909841
23287,908273
9177,907754
13482,904522
11730,904011
20898,903948
19063,899770
21009,899577
18951,899348
7964,897399
10668,894937
17273,890962
18667,890378
20656,890244
22556,889617
15044,888994
3723,888324
20591,888274
10029,887970
25561,885538
6937,884217
19645,882306
21290,880725
18633,880106
13138,879212
11806,875752
12026,875430
15963,875366
15050,873026
19032,871497
4453,870436
14596,868886
5536,868477
9437,867802
8442,865559
15504,865437
18984,864267
19018,863575
25569,861617
21881,860678
3509,860544
15559,860008
17716,859825
22408,859493
21859,859471
21771,859044
5570,857372
14383,857080
7695,847804
16132,846049
19909,845279
18505,844457
25548,843860
16909,843663
9281,843160
15229,834132
15187,830547
4286,829416
19166,829365
15588,829278
19804,826226
20646,825525
24076,822270
25608,821875
21003,820120
23360,820056
18473,819382
23195,818668
13333,816123
9499,815950
2853,813992
19113,813230
5263,811130
22257,809082
25752,808688
25379,808267
19370,807552
9945,805107
20285,800509
24245,799356
23286,798579
18832,796496
16729,794375
21720,793476
11329,790822
14774,788100
18776,787275
20637,786847
22458,786510
24460,784011
17421,783273
25788,782088
23351,782041
20739,778901
22464,777768
25793,774414
18153,774298
19232,770434
15307,767017
23914,763414
25790,762179
18018,755338
22761,755084
16577,753409
25594,753091
23057,753005
11796,750896
16284,748410
7396,747499
3953,746726
22465,746409
13334,746399
25764,745187
25703,744954
22410,744140
3525,742178
1516,742062
10312,742011
19779,740587
21825,739081
22992,736321
22386,735496
18700,733459
18357,730982
20954,729909
22916,728519
22607,727918
7338,727016
4501,725732
22336,725100
23040,722456
23019,722314
12085,718314
15946,715367
19153,714289
20526,710371
13133,707578
22098,707385
23553,706094
16503,704884
17731,702608
16131,701843
12838,701399
21163,699603
13391,697077
25771,692832
18195,690080
22564,689179
8396,687494
5904,687432
8833,686727
24770,684900
6215,683800
20010,683468
11998,682459
19900,682249
6714,679842
4688,679248
11839,679096
15356,676834
17243,675600
15896,674801
25460,674665
24651,673301
7969,672559
6806,671245
4821,671089
23603,669661
3083,668807
10039,667001
23549,666526
17348,665310
22274,661478
20462,658412
24298,657784
18089,656488
10336,652764
21472,649209
4994,643616
5432,638847
14579,634968
10949,634047
8086,632292
9781,630900
18623,628747
25653,628621
14857,628560
5585,627850
23987,627646
5316,625033
14731,623485
25782,623388
4915,622645
23596,621112
17894,620071
23794,610671
15194,610201
12576,609439
13368,609063
12708,607142
20056,606179
25789,602801
20644,601721
12765,598976
3024,598257
23772,597208
2469,594951
9905,593695
23634,590728
24220,590217
25656,587858
11467,583670
22782,582596
10870,581908
23993,579920
24259,579674
6940,578686
22731,575461
25326,575214
11984,572537
21615,571862
22666,571389
20156,569457
17308,569245
24936,567183
23501,561144
13294,556342
22645,552780
24003,552574
11740,549639
24087,545912
22628,543063
23564,542499
6303,542296
3769,541272
23036,541034
22552,534893
5329,534335
2760,532310
4941,532191
9063,531361
18342,529786
24232,528520
17408,527884
21924,526731
16040,526700
19082,526221
24276,522816
3322,520364
21019,520188
23563,518942
4178,518527
23595,518119
10575,512428
20473,502474
23617,502181
5968,501921
18593,501774
23068,501688
22620,498198
12500,497553
14610,496489
22747,495041
25775,495008
14249,494673
23254,493719
4919,491941
19763,485912
7361,485758
14666,484200
23296,483658
16855,481523
9854,479854
24481,478427
23760,477045
23482,475423
5118,474853
11972,471069
15713,469047
9102,467972
20660,467595
24143,463858
23264,457328
25728,455943
25053,455814
22451,452823
16579,450642
17924,449618
10499,448478
24446,446812
12723,441561
1867,438583
20889,437547
23695,436814
25641,436446
4158,434617
24461,434035
23583,433634
23797,433541
24371,429460
14781,428777
10866,427963
24900,426953
19522,424173
16664,423956
25691,423709
15980,423379
25480,423034
17544,421337
11007,419578
19965,419573
24392,417324
25933,416570
5127,415781
25715,414715
5659,412259
7177,411701
23239,410628
25758,407037
9112,402538
23858,402141
3520,401448
14405,401351
16341,398843
24623,395415
4049,394640
23135,389995
22536,389773
24095,389723
1621,389624
23960,389490
24047,389350
21792,388492
24514,388327
20435,387529
5695,386747
9018,386344
21233,385926
24287,385077
22091,383933
22616,380807
1879,380084
9262,377738
24038,376586
25959,373134
10521,372436
5652,372421
13966,371962
6758,369818
25719,362847
5480,361280
21569,361020
2136,358212
24170,357886
18443,356965
8901,354169
3913,350187
24050,346627
2199,345687
23247,343600
25893,342453
7721,341419
24454,338467
23327,338410
24105,337730
17332,335899
2238,335739
24792,334352
8822,332171
15266,329185
21699,326007
24812,324133
12090,324130
16387,323670
15641,322843
22133,320729
13902,318615
10327,318033
20292,317944
7654,317604
23806,313861
25878,312881
24427,311841
24879,306724
8393,305921
7000,305513
22925,304758
11326,302644
4589,299785
7854,299145
24137,298829
7152,296890
21750,296651
9107,296280
4663,294386
22278,294354
24742,292758
23893,290707
1708,288153
12208,287129
8813,286664
15601,285753
22553,285405
21190,285036
22033,284161
7284,283194
23884,283097
23846,282268
24116,278114
12402,277897
16383,276552
24938,276341
18347,274431
22074,273879
25678,272056
22588,268995
22815,268674
25683,267926
25679,267194
24611,265015
24525,264321
6577,263357
25923,261798
22770,261316
14242,260718
24260,260395
22597,259008
13711,258414
23633,257928
2255,256263
19010,254771
24208,254286
8508,253800
19992,251518
22043,250984
6565,248417
13455,248292
11713,246977
10446,246856
23646,245149
6175,244692
1839,244503
24315,244124
19662,242684
5472,241246
24779,238780
25684,238604
24307,238074
23872,237165
25798,237089
19004,237070
23933,234902
24363,234426
18077,233552
24239,232608
10320,231884
23104,229563
24921,229403
24735,226674
24517,226585
17533,225805
24760,224871
25702,224198
23449,224193
22864,219956
15012,218536
22939,217996
3642,217938
1873,217236
24114,216759
25709,216462
24771,215774
24101,214990
4971,213919
16672,213916
9056,212319
2514,211347
20768,211300
24759,210955
24209,209708
5552,209478
24885,209353
17183,208825
13868,208387
4908,207442
12142,207126
17145,206660
6913,205237
21138,204892
25434,204883
22505,203729
11991,203417
19480,203134
7987,203133
24860,202767
18532,202739
24580,201906
24832,201675
17804,200390
4434,199886
8294,199827
24780,199734
24348,199654
24090,199067
12106,198888
25801,198549
25009,198344
20693,197954
24158,197924
21829,197347
24752,197266
24684,197157
24120,197097
24337,197072
24762,196942
24565,196930
24441,196850
24807,196842
24819,196580
25386,196511
9933,196418
13319,196381
21111,196323
24782,195867
16495,195787
23937,194535
24698,192953
9664,192504
23980,189257
24820,184832
24625,184098
24010,183819
14229,183810
24826,183712
23405,183233
24246,182157
20747,181639
23315,176582
24928,176223
21705,172034
22964,171671
24732,170429
13343,169151
20335,168697
24014,168591
23524,168424
14753,166556
23810,163824
23623,161823
24191,161780
24869,161121
24055,160817
24890,160035
25058,158207
24999,157906
24531,157654
24910,157520
24501,156598
24466,155898
18029,155151
18083,155098
7503,153346
17879,152579
24615,152161
24323,151874
24858,151690
24751,151231
24903,150948
15291,149499
24666,149271
24675,149020
24877,148959
24892,148949
25050,148206
19970,148112
23421,147957
23469,147955
21193,147575
24451,147508
24294,147291
15063,147145
13564,146994
24607,146878
24870,146800
24540,145347
23745,145168
24584,144977
24553,144692
24407,144189
24272,143404
20113,139102
24161,137817
11246,136948
24198,135879
24849,135202
23970,133817
24914,133629
24564,132687
24708,132309
24029,132027
21982,131914
24716,129302
9841,124985
24408,124658
24500,123881
25860,122927
18999,122464
22846,122215
24922,121674
24965,120380
23735,119854
24399,117491
9906,116384
24692,116001
23974,115993
19249,115702
22688,111584
24384,111514
2929,108910
24355,107263
19918,106365
8258,104808
25851,104445
17649,104140
24062,103737
24556,99176
25809,98000
12581,97208
24002,97024
24283,94734
22639,94416
25006,94150
23790,93788
14239,92335
24152,92326
6529,91538
24778,90623
23435,89967
15117,87315
20347,87095
24844,86370
24494,86330
23642,86284
23828,85377
24279,85025
19669,84338
23900,83824
23867,83814
24642,83795
24598,83611
24474,83542
25100,83538
21668,83505
25103,83447
24212,83427
22039,83095
24128,82927
24529,82772
24672,82127
23992,82048
24177,81491
21743,81432
25944,80603
24414,79707
26018,79453
23681,79417
24992,79380
24800,79137
24428,78786
24738,78280
24183,78140
24074,78092
24429,78083
24021,78044
24702,77933
24549,77787
24368,77762
24434,77615
24590,77577
24663,77382
24485,77356
23419,77352
24659,77350
24173,77343
24267,77338
21742,77337
24418,77336
24510,77334
23755,77333
24572,77332
24230,77331
24841,77330
24176,77256
24422,76477
22144,76367
25974,75447
23539,73166
23819,72007
23630,71667
23412,70741
10767,70303
21159,68911
25550,67941
24961,66881
21194,65793
10716,65160
10149,64884
16863,64789
24596,64737
23961,64619
22455,64495
24339,64433
25953,60735
25895,60335
24790,56991
24951,56332
25992,54505
23663,51720
24379,51341
25023,50460
19143,50231
23723,50017
25122,49721
25187,48493
25324,47524
24962,47245
25155,47152
26045,43075
25432,42939
26030,42694
25253,42674
26021,40556
26039,38931
26003,38869
25905,37161
25936,36988
25904,36970
26001,36934
25983,36813
25955,35937
25984,35475
1876,35231
25968,35229
24949,30133
25745,30132
25962,28843
8829,27855
25737,26940
24986,26301
25815,25723
25820,25708
25327,25311
24945,24133
25556,23415
25954,22491
14422,22486
22501,22042
25020,21415
25128,20959
25909,19103
24064,18088
25246,17817
25932,17083
24955,16042
23902,15795
25215,15663
3330,14429
26013,13545
26051,13448
25316,13117
25035,12649
5117,12469
25092,11946
25201,11715
16606,10774
26074,10440
25346,10399
25198,8367
25864,7239
25269,6473
25080,6335
25040,6046
26068,5952
25115,5876
23875,5870
18921,5862
2408,5843
25907,5701
25292,5506
25189,5232
25096,5225
25161,5224
25177,4405
25258,4349
2921,4193
16505,3855
25226,3607
15185,3597
25330,3565
24971,3339
18663,2711
13579,2655
25183,1941
25043,1728
25243,1637
25099,1613
26065,1298
25149,1133
22680,1007
19195,992
25423,719
25294,608
25447,572
25136,456
25070,440
25073,439
25141,360
25511,357
26011,306
25450,274
25204,271
25505,240
24979,223
25143,206
25908,182
25499,163
25500,122
25481,117
25916,110
25370,93
26004,83
25085,63
25211,63
25275,62
25307,60
24963,60
25032,60
25331,59
25339,58
25363,58
25024,54
25132,54
25225,54
25343,54
25352,54
25361,52
25112,51
25173,49
25518,42
25534,42
25542,41
25302,37
25488,34
25884,32
25025,31
25192,28
25121,28
25533,27
25527,27
25066,27
25519,23
25489,19
25167,19
26060,18
25439,18
25235,12
25284,12
25263,12
25917,10
25265,9
25076,8
25539,8
25497,8
25800,8
25216,6
25869,5
25077,3
25863,3
25849,3
25829,3
25834,2
25840,1
25896,1
